Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),Chronos_Predicted
2025-09-24,1618.3,1620.35,1600.7,1603.5,13388157,235.5,1431.1878051757812
2025-09-25,1602.55,1607.55,1588.1,1592.85,12482754,199.27,1452.5487670898438
2025-09-26,1601.6,1606.25,1570.3,1575.45,16653708,216.28,1424.0675048828125
2025-09-29,1575.5,1586.05,1556.55,1562.1,34430126,304.65,1431.1878051757812
2025-09-30,1559.3,1563.0,1538.15,1542.95,16880330,286.12,1445.428466796875
2025-10-01,1548.3,1612.05,1545.35,1604.25,44592709,1345.07,1438.30810546875
2025-10-03,1599.9,1607.2,1581.8,1604.9,18137173,419.74,1452.548828125
2025-10-06,1604.2,1605.85,1588.85,1590.4,12253745,212.88,1466.7894287109375
2025-10-07,1593.0,1595.5,1579.7,1583.1,15333158,237.7,1459.4015502929688
2025-10-08,1584.35,1586.0,1551.95,1555.95,17081080,238.79,1452.5499267578125
2025-10-09,1564.0,1573.95,1553.05,1557.55,16504075,303.28,1445.6982421875
2025-10-10,1556.2,1572.4,1550.55,1561.7,25533015,340.23,1438.8465576171875
2025-10-13,1563.1,1567.85,1554.7,1563.35,11155337,208.31,1438.8465576171875
2025-10-14,1569.05,1569.8,1542.7,1547.25,13328256,195.78,1445.6982421875
2025-10-15,1551.1,1552.7,1534.7,1539.25,17376899,334.78,1445.6982421875
2025-10-16,1546.3,1555.75,1537.9,1543.7,20468016,373.23,1452.5499267578125
2025-10-17,1540.25,1540.25,1512.15,1519.6,24822205,391.04,1452.5499267578125
2025-10-20,1527.95,1537.7,1516.4,1532.85,19050454,314.26,1445.6982421875
2025-10-21,1542.15,1551.15,1538.15,1541.5,4822926,63.07,1452.5499267578125
2025-10-23,1546.0,1555.6,1540.05,1546.35,17046218,258.03,1445.6982421875
2025-10-24,1549.15,1549.4,1530.65,1540.1,15893397,262.75,1452.5499267578125
2025-10-27,1545.65,1549.05,1529.15,1536.15,15492356,229.64,1438.8465576171875
2025-10-28,1536.95,1554.55,1533.7,1538.45,16294256,268.32,1438.8465576171875
2025-10-29,1541.3,1565.95,1534.65,1563.5,18041020,277.87,1438.8465576171875
2025-10-30,1566.35,1568.35,1555.25,1558.95,17377390,253.29,1438.8465576171875
2025-10-31,1559.45,1560.25,1534.05,1538.35,16333325,263.09,1445.6982421875
2025-11-03,1535.75,1547.1,1534.3,1541.0,13320231,197.87,1438.8465576171875
2025-11-04,1540.55,1552.15,1529.25,1532.55,18999662,229.22,1452.5499267578125
2025-11-06,1529.15,1533.7,1490.5,1493.6,16149987,254.8,1452.5499267578125
2025-11-07,1492.75,1497.1,1475.3,1489.65,14487400,207.98,1452.5499267578125
2025-11-10,1491.7,1494.5,1469.65,1474.15,11590128,194.92,1445.6982421875
2025-11-11,1478.35,1481.3,1463.8,1473.05,15391078,230.25,1445.6982421875
2025-11-12,1474.95,1492.55,1470.85,1487.45,26375485,367.82,1452.5499267578125
2025-11-13,1498.5,1504.1,1476.15,1479.2,23394525,474.09,1452.5499267578125
2025-11-14,1482.45,1490.25,1476.25,1479.7,16165240,248.12,1438.8465576171875
2025-11-17,1484.75,1500.05,1481.15,1485.65,17523437,276.9,1445.6982421875
2025-11-18,1489.4,1490.25,1479.2,1482.25,13360338,202.04,1445.6982421875
2025-11-19,1485.05,1485.7,1467.6,1478.3,12859205,190.54,1445.6982421875
2025-11-20,1478.85,1481.35,1452.85,1455.55,9308037,149.14,1438.8465576171875
2025-11-21,1455.8,1456.45,1441.6,1444.2,10575152,153.82,1438.8465576171875
2025-11-24,1442.2,1446.5,1429.25,1436.5,16685200,234.61,1445.6982421875
2025-11-25,1434.3,1440.5,1417.95,1424.95,13281790,210.99,1452.5499267578125
2025-11-26,1427.45,1452.1,1424.7,1448.05,12916245,218.7,1445.6982421875
2025-11-27,1451.6,1464.15,1449.25,1460.2,19724525,535.0,1452.5499267578125
2025-11-28,1460.45,1485.6,1450.9,1468.25,36424718,469.47,1438.8465576171875
2025-12-01,1470.65,1481.45,1461.2,1464.8,17384532,274.31,1438.8465576171875
2025-12-02,1463.35,1467.35,1447.1,1458.9,19926357,318.52,1431.994873046875
2025-12-03,1453.8,1465.5,1449.8,1462.55,19183857,321.96,1425.1431884765625
2025-12-04,1462.1,1463.85,1437.05,1441.4,12378029,182.19,1438.8465576171875
2025-12-05,1440.1,1442.85,1428.55,1434.55,18416715,302.69,1431.994873046875
2025-12-08,1438.3,1444.35,1388.4,1395.35,26269838,422.7,1431.994873046875
2025-12-09,1391.8,1407.0,1367.3,1405.05,38251619,393.65,1438.8465576171875
2025-12-10,1405.05,1422.3,1402.9,1411.8,47143140,883.47,1438.8465576171875
2025-12-11,1412.2,1416.75,1395.1,1410.55,32916257,604.85,1438.8465576171875
2025-12-12,1413.7,1425.2,1407.05,1409.85,22529962,371.56,1438.8465576171875
2025-12-15,1413.6,1446.65,1413.6,1435.15,24393355,663.5,1438.8465576171875
2025-12-16,1437.75,1438.75,1425.75,1435.6,26853280,516.26,1438.8465576171875
2025-12-17,1437.3,1439.1,1406.95,1411.05,23513345,423.69,1438.8465576171875
2025-12-18,1409.8,1412.5,1390.3,1393.2,27288185,461.32,1438.8465576171875
2025-12-19,1398.85,1406.1,1391.65,1394.4,26359763,460.45,1431.994873046875
2025-12-22,1404.05,1409.5,1398.7,1402.45,20688306,340.19,1438.8465576171875
2025-12-23,1406.55,1427.2,1398.85,1413.6,33475656,624.06,1431.994873046875
